,title,year,genre,synopsis
341,프레지던트,2010,드라마,야심 차고 재능 넘치는 정치인은 대통령 당선을 위한 험난한 여정을 시작하는 한편으로 복잡한 가정 내 문제에 대처해 나간다.
342,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016,드라마,와치카 블루윌과 함께 세계 챔피언이 되고자 배틀리그에 출전하는 지노. 모든 와치카를 파괴하겠다는 어두운 세력의 위협에도 경기를 펼쳐 나갈 수 있을까?
343,포즈,2018,드라마 NETFLIX ORIGINAL,"1987년, 뉴욕의 밤 문화인 무도회 세계. 트랜스여성 블랑카는 그곳에 이름을 떨칠 새 하우스를 만든다. 그녀와 성 소수자 공동체가 함께 펼치는 꿈의 무대가 시작된다."
344,뽀롱뽀롱 뽀로로,2012,드라마,"펭귄 뽀로로가 작은 섬에서 여우 에디, 비버 루피, 북극곰 포비, 공룡 크롱 친구들과 함께 펼치는 신나는 모험 이야기."
345,포플스,2016,드라마,"사랑스러운 포플 절친들은 친구와 이웃을 돕는 일을 좋아하지만, 매번 의도와는 반대로 우스꽝스러운 상황만 만들게 된다."
346,포니시터 클럽,2018,드라마 NETFLIX ORIGINAL,말과 동물을 사랑하는 소녀와 친구들이 뭉쳤다. 이름하여 포니시터 클럽! 어떤 동물이든 맡겨만 주세요. 여기 최고로 든든한 동물 보호 목장과 친구들이 있으니까요!
347,포코요,2007,드라마,우리의 귀여운 친구 포코요에게 발견은 곧 새로운 놀이다. 사실적인 캐릭터와 다채로운 색상이 돋보이는 유아용 애니메이션 시리즈.
348,플리즈 라이크 미,2016,드라마,"여자친구에게 차인 20대 청년 조시는 자신이 게이라는 걸 깨달은 후 우연히 만난 매력적인 남자와 밤을 보내고, 정신이 불안한 모친의 집으로 들어간다."
349,블랙 시네마의 선구자들,1946,드라마,1915년부터 1946년까지 미국의 선구적인 흑인 감독들이 흑인 관객을 위해 만든 20편 이상의 영화를 담은 시리즈.
350,핑키 멀링키,2019,드라마 NETFLIX ORIGINAL,"어쩌다 핫도그로 태어났니, 핑키 멀링키? 하지만 핑키는 끄떡없지! 사랑하는 엄마 아빠, 다정한 친구들, 즐거운 학교. 뭐가 더 필요하겠어? 핑키는 날마다 행복한 핫도그!"
351,파인 갭,2018,드라마 NETFLIX ORIGINAL,"미국과 호주의 공동 위성 감시 시설, 파인 갭. 최첨단 비밀 기지에 균열이 발생한다. 진정한 아군은 누구이고, 적은 누구인가? 흔들리는 동맹, 그 안의 첩보전이 시작된다."
352,개인의 취향,2010,드라마,엉뚱녀 개인의 우아한 집에 머물기 위해 게이 행세를 하는 남자. 개인은 이 새로운 룸메이트를 만나면서 사랑에 대한 관점을 완전히 바꾸게 된다.
353,향수,2018,드라마 NETFLIX ORIGINAL,한 가수가 기묘하게 죽은 채 발견된다. 그리고 한자리에 모인 그녀의 옛 친구들. 향기에 대한 집착을 공유했던 그들의 과거로부터 사건의 진실이 하나둘 밝혀진다.
354,페파 피그,2010,드라마,"용감한 아기돼지 페파와 가족들, 친구들의 모험에 동참하여 평범한 일상 어디에서든 웃음과 배움이 있다는 걸 느껴보세요."
355,PEOPLE OF TOMORROW,2014,드라마,벨기에의 음악 페스티벌! 이곳에 환상적이고 자유로운 음악과 춤을 즐기며 유대감을 형성하려는 사람들이 세계 곳곳에서 모여든다.
356,페니 드레드풀,2016,드라마,"19세기 말, 런던의 뒷골목. 드라큘라, 프랑켄슈타인, 도리안 그레이 등 고전 소설 속 주인공들이 어둠을 뚫고 나온다. 빅토리아 시대를 배경으로 한 음산한 호러 시리즈."
357,핍쇼,2012,드라마,"여자친구의 집에서 쫓겨난 게으름뱅이 제레미는 그와는 생각이 매우 다르지만, 그와 똑같이 사회 부적응자인 친구 마크와 함께 살게 된다."
358,피위의 플레이 하우스,1986,드라마,"피위 허먼은, 시청자들을 자신의 괴팍하고 아이 같은 세계로 초청하는 혁신적인 애니메이션 어린이 시리즈를 통해 대중들에게 자신의 무대 쇼를 보여줍니다."
359,피키 블라인더스,2017,드라마,"1919년 영국 버밍엄. 토마스 셸비를 주축으로 한 셸비 가문은 악명 높은 범죄 조직 ""피키 블라인더스""를 이끌고 암흑가의 정상을 차지하기 위해 수단과 방법을 가리지 않는다."
360,폴 할리우드의 자동차 대륙 횡단,2017,드라마 NETFLIX ORIGINAL,"차원이 다른 자동차 여행이 시작된다. 자동차광인 스타 셰프 폴 할리우드와 함께 프랑스와 이탈리아, 독일을 가로지르는 여정. 3개국의 문화와 전통을 싣고, 한껏 밟아라!"
361,하산 미나즈 쇼: 이런 앵글,2018,드라마 NETFLIX ORIGINAL,"매주, 예리한 통찰과 감각으로 세상사를 꿰뚫는 쇼가 배달된다. 국제 정세, 정치, 문화, 그 무엇이든 물어보시길. 코미디언 하산 미나즈가 책임지고 해부해 줄 테니!"
362,샐린저 하우스,1999,드라마,불의의 사고로 부모를 잃은 다섯 남매. 가장 역할을 떠안은 맏이 찰리를 필두로 어떻게든 삶을 이어가는 샐린저 가족의 이야기가 펼쳐진다.
363,비정규직 아이돌,2017,드라마,"아이돌 제조기에 발동이 걸렸다! 잠적했던 스타 프로듀서가 복귀한 것. 구제 불능 연습생을 혼성 아이돌 그룹으로 데뷔시킨다니! 이 프로젝트, 성공하는 게 더 이상합니다?"
364,파라노이드,2016,드라마 NETFLIX ORIGINAL,놀이터에서 한 여인이 무참하게 살해된 채 발견됐다. 살인자를 찾기 위한 사건 수색이 진행될수록 형사들이 빠져드는 음모의 미궁. 이 모든 것의 시작은 어디인가.
365,파라다이스 목장,2011,드라마,10대 시절 이혼한 젊은 수의사와 부유한 상속자는 6년이 지난 후 아름다운 섬 제주도의 말 목장에서 재회하게 된다.
366,패러다이스의 경찰들,2018,드라마 NETFLIX ORIGINAL,"패러다이스 경찰서의 열혈 신참 케빈. 동료들은 나사가 빠졌고, 서장은 어딘가 모자란데, 심지어 이 서장이 케빈 아빠? 오합지졸이지만 어쩌겠어, 지금부터 임무 시작이다!"
367,나의 에이전트 파키타 살라스,2018,드라마 NETFLIX ORIGINAL,"파키타 살라스, 90년대 잘나갔던 연예 기획사의 대표. 이젠 간판 여배우까지 잃고 새로운 스타가 절실히 필요한데. 겉은 강철, 속은 말랑한 그녀의 좌충우돌 활약이 펼쳐진다!"
368,팩맨과 무시무시한 모험,2014,드라마,십대소년 팩과 그의 충성스러운 팀은 사악한 비트레이어스가 이끄는 귀신 군대로부터 팩월드를 지키면서 청소년기의 오르막과 내리막에 직면합니다.
369,마약왕 파블로 에스코바,2012,드라마,이 흥미진진한 시리즈는 좀도둑으로 시작해서 거대한 마약 밀매 조직의 우두머리가 된 악명 높은 파블로 에스코바르의 생애를 추적한다.
370,출동! 파자마 삼총사,2016,드라마,"잠옷 입은 세 꼬마가 뭘 할 수 있냐고요? 낮에는 평범한 어린이지만, 해가 지면 용감한 영웅으로 변신한답니다. 도시를 괴롭히는 악당들아, 물러서. 파자마 삼총사 출동이다!"
371,오리친구 피킹,2016,드라마,"엉뚱한 모험가 오리 피킹. 든든한 친구 웜뱃. 척척박사 돼지 첨킨스. 셋이 함께라면 매일매일 심심할 틈이 없어요. 해보고 싶은 일, 가보고 싶은 곳이 너무너무 많거든요."
372,오자크,2018,드라마 NETFLIX ORIGINAL,"시카고의 잘나가는 재무 컨설턴트 마티는 가족과 함께 미주리 주 오자크로 이사한다. 목적은 하나, 파트너가 횡령한 마약 조직의 돈 5억 달러를 돈세탁하는 것."
373,숨겨진 숲의 비밀,2014,드라마,신비롭고 아름다운 미지의 숲에서 길을 잃은 두 형제. 집으로 가는 길을 찾던 중 괴상한 존재들을 만나며 신기하고도 으스스한 경험을 한다.
374,아웃랜더,2018,드라마 NETFLIX ORIGINAL,다이애나 개벌든의 인기 판타지 로맨스 소설 시리즈를 각색한 서사 드라마. 18세기 스코틀랜드로 타임슬립한 2차대전 군 간호사와 스코틀랜드 청년의 로맨스가 펼쳐진다.
375,오스카의 오아시스,2011,드라마,용기 있는 도마뱀 오스카는 먹이를 찾아다니는 닭들과 윙윙거리는 적들을 비롯한 사막의 위험물들을 피하면서 시간을 보냅니다.
376,오펀 블랙,2017,드라마,"새라는 자신과 똑 닮은 여성이 자살하는 충격적인 장면을 목격하고, 죽은 이의 신분으로 위장한 채 새로운 인생을 살려고 한다."
377,오렌지 이즈 더 뉴 블랙,2018,드라마 NETFLIX ORIGINAL,상류층 뉴요커가 과거의 범죄에 발목을 잡힌다. 그녀가 여성 교도소에 수감되면서 벌어지는 일들을 그린 시리즈. 드라마 《위즈》의 제작자가 내놓은 에미상 수상작이다.
378,프로포즈 대작전,2012,드라마,"친구 이슬의 결혼식 날, 백호는 이슬에게 고백할 수 있었던 때로 돌아가길 바란다. 그런 그에게 모든 것을 바꿀 수 있는 기회가 곧 찾아온다."
379,원펀맨,2015,드라마,"세계 최강의 슈퍼히어로가 왔다. 펀치 한 방으로 악당의 목숨을 끊어버리는 무시무시한 주먹의 소유자. 그러나, 무적 불패의 신화를 자랑하는 사나이에게도 치명적 약점이 있었으니. 따분해 미치겠어. 우울해 돌아버리겠어!"
380,헤어진 다음날,2016,드라마,인디 밴드의 리더인 유탄은 뜻하지 않게 반복되는 시간 여행을 통해 여자친구를 불행한 운명에서 구해내야만 한다. 타임 슬립을 소재로 한 판타지 로맨스.
381,원 데이 앳 어 타임,2019,드라마 NETFLIX ORIGINAL,미국 시트콤의 고전을 리메이크했다. 고등학생 딸과 초등학생 아들을 친정 엄마의 도움 아닌 도움으로 키워가는 쿠바계 열혈 싱글맘. 그녀의 하루하루를 담았다.
382,원스 어폰 어 타임,2018,드라마,"한 젊은 여자가 메인 주의 작은 마을에서, 동화 속 이야기로 가득한 세계를 발견하게 되며 벌어지는 판타지를 그린 드라마."
383,굿키즈 온 더 블록,2018,드라마 NETFLIX ORIGINAL,"우리의 우정, 영원히 지속될까? 프리리지 고등학교에 들어간 몬세와 친구들. 다가올 첫 경험에 가슴 뛰는 것도 잠시. 이들의 우정은 비밀과 거짓말의 장벽에 부딪힌다."
384,네 아이는 네 아이가 아니다,2018,드라마 NETFLIX ORIGINAL,"당신의 삶은 스스로 선택한 것인가. 부모와 가정, 사회가 억누른 결과는 아닌가. 익숙하지만 낯선, 그래서 두렵고 섬뜩한 다섯 개의 이야기가 우리 삶을 저울질한다."
385,오 나의 귀신님,2018,드라마 NETFLIX ORIGINAL,"자신감 제로 주방 보조 나봉선. 뭐가 씌었나, 발칙한 캐릭터로 돌변하더니 자뻑 스타 셰프의 몸과 마음을 온통 흔들어 놓는다. 내 안에 음탕한 처녀 귀신이 산다!"
386,오기와 악동들,2017,드라마,소심한 청색 고양이 오기는 그 무엇보다도 낮잠을 좋아하지만 오기의 집을 침입한 세 마리의 흉칙한 바퀴벌레가 끊임 없이 오기를 괴롭힙니다.
387,달려라! 오피스걸,2011,드라마,백화점 재벌은 아들의 가치를 증명하기 위해 신분을 비밀로 하고 하찮은 일을 하게 한다. 아들의 여성 동료들은 그에게 보통 사람들이 살아가는 방식을 가르쳐 준다.
388,"오드봇, 이상한 아이들",2017,드라마,오드빌에 모여 사는 일곱 가지 색깔의 보송보송 친구들. 예측불허 사고뭉치들의 장난기 넘치는 모험을 따라가 볼까요?
389,오드 스쿼드,2015,드라마,"마을에서 이상한 일들이 벌어지자 꼬마 첩보원 올리브, 오토와 오드 스쿼드 친구들은 재치와 수학 실력을 발휘해 사건을 해결한다."
390,바다 탐험대 옥토넛,2013,드라마,우리는 바닷속을 지키는 바다 탐험대 옥토넛! 온 세상의 바다를 탐험하며 어려움에 빠진 바다 생명체들을 구해주지요. 바닷속에서 문제가 생겼다고요? 그럼 당장 우리를 불러주세요. 어디든 쏜살같이 달려가 도와줄 테니까요!
391,OCTB: 반흑(反黑),2017,드라마,"비밀리에 삼합회에 침투해 조직을 해체한 경찰. 홍콩 반환을 앞둔 8년 뒤, 부활한 조직은 그를 다시 불러들이는데. 마지막 임무를 위해 옛 동지이자 적들과 손을 잡을 것인가."
392,노웨어 보이즈,2017,드라마,소풍을 떠났다 돌아온 곳은 집이 아닌 평행 세계! 절대 친해질 수 없을 것만 같은 십 대 소년 넷이 자신들은 이제 존재하지 않는 이상한 세계에서 발이 묶여 버린다.
393,11월 13일: 파리 테러 그 이후,2018,드라마 NETFLIX ORIGINAL,축구를 볼까. 콘서트에 갈까. 들뜬 마음으로 기다리던 일상의 축제가 비명과 신음으로 얼룩진다. 2015년 프랑스 파리 동시다발 테러의 생존자들이 전하는 기억과 애도.
394,바이킹 따라잡기,2018,드라마 NETFLIX ORIGINAL,"8세기 노르헤임 바이킹의 삶은 어땠을까. 약탈은 기본, 사람을 노예로 잡아들이고, 폭력으로 모든 걸 해결했다는데. 그래서 더 정신없이 바빴던(?) 그들의 일상을 들여다보자."
395,노라가미,2014,드라마,"섬기는 사람이 거의 없는 마이너한 신, 야토. 그러나 한 소녀와 만난 야토는 신자를 확보하기 위해 의기투합한다."
396,노 게임 노 라이프,2014,드라마,전설의 게이머 남매 소라와 시로는 삶이 일련의 게임이며 인류가 멸종 위기에 처해 있는 세계로 보내진다.
397,니세코이,2015,드라마,야쿠자 가문의 후계자 라쿠. 라이벌 조직과의 평화를 지키기 위해 그 가문의 딸과 연인 행세를 해야 한다.
398,나인,2013,드라마,고작 몇 개월. 시한부 판정을 받은 젊은 뉴스 앵커에게 신비로운 향을 피워 시간 여행을 할 수 있는 기회가 주어진다. 과거를 바꿀 수 있다면 당신의 선택은?
399,악몽선생,2016,드라마,새로운 선생님이 부임한 뒤로 학생들의 꿈이 현실로 나타나기 시작한다. 반장인 예림은 너무 늦기 전에 이 악몽 같은 미스터리를 풀어야 한다.
